Model,Accuracy,Precision,Recall,F1,dataset,ratio,sampler,seed,n_classes,nrows,nfeat
Decision Tree,0.9536666666666668,0.5244290780166799,0.5990345744453225,0.5338651964976173,bank_account_fraud,0.6,corsmote,22,2,20000,50
Decision Tree,0.9538333333333332,0.5167564075265649,0.5655570739389306,0.521835461338153,bank_account_fraud,0.8,corsmote,22,2,20000,50
Decision Tree,0.9508333333333332,0.524358725554731,0.6059942542344352,0.5335200131774007,bank_account_fraud,1.0,corsmote,22,2,20000,50
Decision Tree,0.9703333333333334,0.5317910489898475,0.573889004590336,0.5429639557753437,bank_account_fraud,0.6,smote,22,2,20000,50
Decision Tree,0.9715,0.5303564408334426,0.5660877156445157,0.5403800331410187,bank_account_fraud,0.8,smote,22,2,20000,50
Decision Tree,0.9703333333333334,0.5218842230854108,0.548717758523789,0.5289210704607046,bank_account_fraud,1.0,smote,22,2,20000,50
LightGBM,0.9905,0.8703302201467645,0.5253395678978886,0.5452315130626264,bank_account_fraud,0.0,Original,22,2,20000,50
LightGBM,0.9905,0.8287454120787454,0.5337299832534043,0.5591505268924624,bank_account_fraud,0.6,adasyn,22,2,20000,50
LightGBM,0.9903333333333332,0.7811255989130175,0.5336458223377335,0.5581760287642641,bank_account_fraud,0.8,adasyn,22,2,20000,50
LightGBM,0.9905,0.8287454120787454,0.5337299832534043,0.5591505268924624,bank_account_fraud,1.0,adasyn,22,2,20000,50
LightGBM,0.9905,0.8079939919893191,0.5421203986089199,0.5722385308019526,bank_account_fraud,0.6,borderline,22,2,20000,50
LightGBM,0.9901666666666666,0.7454924874791319,0.5419520767775784,0.5699912176172411,bank_account_fraud,0.8,borderline,22,2,20000,50
LightGBM,0.9901666666666666,0.7454924874791319,0.5419520767775784,0.5699912176172411,bank_account_fraud,1.0,borderline,22,2,20000,50
LightGBM,0.9905,0.8287454120787454,0.5337299832534043,0.5591505268924624,bank_account_fraud,0.6,corsmote,22,2,20000,50
LightGBM,0.9905,0.8287454120787454,0.5337299832534043,0.5591505268924624,bank_account_fraud,0.8,corsmote,22,2,20000,50
LightGBM,0.99,0.7096135968153322,0.5250870851508763,0.5429407194113076,bank_account_fraud,1.0,corsmote,22,2,20000,50
LightGBM,0.9903333333333332,0.7732710176375674,0.5420362376932492,0.571098972609493,bank_account_fraud,0.6,smote,22,2,20000,50
LightGBM,0.9903333333333332,0.7811255989130175,0.5336458223377335,0.5581760287642641,bank_account_fraud,0.8,smote,22,2,20000,50
LightGBM,0.9903333333333332,0.7811255989130175,0.5336458223377335,0.5581760287642641,bank_account_fraud,1.0,smote,22,2,20000,50
MLP,0.9871666666666666,0.5955611390284757,0.5488275956510204,0.564183424065565,bank_account_fraud,0.0,Original,22,2,20000,50
MLP,0.9813333333333332,0.5416888082431469,0.5458819636025437,0.5436717043861841,bank_account_fraud,0.6,adasyn,22,2,20000,50
MLP,0.9821666666666666,0.5582041778975741,0.5630835988919288,0.5605361459019995,bank_account_fraud,0.8,adasyn,22,2,20000,50
MLP,0.9805,0.5383883401589978,0.5454611590241899,0.5415836521677804,bank_account_fraud,1.0,adasyn,22,2,20000,50
MLP,0.9838333333333332,0.5555462184873949,0.5471443773376051,0.5509671565650993,bank_account_fraud,0.6,borderline,22,2,20000,50
MLP,0.983,0.5345930606231398,0.5299427420482199,0.5320743176083799,bank_account_fraud,0.8,borderline,22,2,20000,50
MLP,0.9818333333333332,0.5371212121212121,0.5377440309940402,0.5374296507593863,bank_account_fraud,1.0,borderline,22,2,20000,50
MLP,0.9796666666666668,0.5649912233127474,0.5953828465789301,0.5770458385239593,bank_account_fraud,0.6,corsmote,22,2,20000,50
MLP,0.979,0.5533278515486042,0.5782653722052157,0.5631784889673679,bank_account_fraud,0.8,corsmote,22,2,20000,50
MLP,0.9788333333333332,0.5480983240399211,0.5697907959340293,0.5567125758082578,bank_account_fraud,1.0,corsmote,22,2,20000,50
MLP,0.9811666666666666,0.5345139824797844,0.5374073873313572,0.5358933129619248,bank_account_fraud,0.6,smote,22,2,20000,50
MLP,0.9811666666666666,0.5409887550939118,0.545797802686873,0.5432421052631579,bank_account_fraud,0.8,smote,22,2,20000,50
MLP,0.9815,0.5357755951281522,0.5375757091626987,0.5366502036025794,bank_account_fraud,1.0,smote,22,2,20000,50
Random Forest,0.9901666666666666,0.4950833333333333,0.5,0.4975295201406917,bank_account_fraud,0.0,Original,22,2,20000,50
Random Forest,0.989,0.6287385129490393,0.5329725350123674,0.5512869904954426,bank_account_fraud,0.6,adasyn,22,2,20000,50
Random Forest,0.989,0.6534640396342805,0.5497533657233987,0.5741550849754171,bank_account_fraud,0.8,adasyn,22,2,20000,50
Random Forest,0.989,0.6534640396342805,0.5497533657233987,0.5741550849754171,bank_account_fraud,1.0,adasyn,22,2,20000,50
Random Forest,0.9891666666666666,0.6622367101303912,0.5498375266390695,0.5751962538845035,bank_account_fraud,0.6,borderline,22,2,20000,50
Random Forest,0.9886666666666668,0.6478239046780776,0.5579754592475729,0.5825130260028897,bank_account_fraud,0.8,borderline,22,2,20000,50
Random Forest,0.9885,0.631930715654369,0.5495008829763864,0.5711795359416805,bank_account_fraud,1.0,borderline,22,2,20000,50
Random Forest,0.9888333333333332,0.6343753482670234,0.5412787894522123,0.562125369388642,bank_account_fraud,0.6,corsmote,22,2,20000,50
Random Forest,0.9891666666666666,0.6517379679144385,0.5414471112835538,0.5639412997903565,bank_account_fraud,0.8,corsmote,22,2,20000,50
Random Forest,0.9876666666666668,0.6321739262915733,0.5742513244645796,0.594718932102642,bank_account_fraud,1.0,corsmote,22,2,20000,50
Random Forest,0.9891666666666666,0.6517379679144385,0.5414471112835538,0.5639412997903565,bank_account_fraud,0.6,smote,22,2,20000,50
Random Forest,0.9885,0.631930715654369,0.5495008829763864,0.5711795359416805,bank_account_fraud,0.8,smote,22,2,20000,50
Random Forest,0.988,0.6155648535564853,0.5492484002293742,0.5684074233923176,bank_account_fraud,1.0,smote,22,2,20000,50
SVM,0.9891666666666666,0.6203239812959251,0.5246662805725225,0.5395290681130964,bank_account_fraud,0.0,Original,22,2,20000,50
SVM,0.984,0.5567714566922383,0.5472285382532759,0.5515192286130732,bank_account_fraud,0.6,adasyn,22,2,20000,50
SVM,0.984,0.5567714566922383,0.5472285382532759,0.5515192286130732,bank_account_fraud,0.8,adasyn,22,2,20000,50
SVM,0.9836666666666668,0.5543689992386264,0.5470602164219344,0.5504243443688356,bank_account_fraud,1.0,adasyn,22,2,20000,50
SVM,0.9848333333333332,0.5637325233530741,0.5476493428316297,0.5544279336146585,bank_account_fraud,0.6,borderline,22,2,20000,50
SVM,0.9845,0.5607666019190606,0.5474810210002882,0.5532336515943074,bank_account_fraud,0.8,borderline,22,2,20000,50
SVM,0.9846666666666668,0.5622166246851386,0.5475651819159589,0.5538254616936527,bank_account_fraud,1.0,borderline,22,2,20000,50
SVM,0.9806666666666668,0.5557805907172996,0.5707165660064076,0.5622762640530702,bank_account_fraud,0.6,corsmote,22,2,20000,50
SVM,0.9801666666666666,0.548327054977078,0.5620736679038797,0.5542445099967224,bank_account_fraud,0.8,corsmote,22,2,20000,50
SVM,0.98,0.5527397655630356,0.5703799223437246,0.5601592223615052,bank_account_fraud,1.0,corsmote,22,2,20000,50
SVM,0.9828333333333332,0.5491131513170544,0.5466394118435806,0.5478407199429314,bank_account_fraud,0.6,smote,22,2,20000,50
SVM,0.9826666666666668,0.5481725515201431,0.5465552509279098,0.547348506830395,bank_account_fraud,0.8,smote,22,2,20000,50
SVM,0.9826666666666668,0.5481725515201431,0.5465552509279098,0.547348506830395,bank_account_fraud,1.0,smote,22,2,20000,50
TabNet,0.9888333333333332,0.6024652761204715,0.524497958741181,0.5382871371620279,bank_account_fraud,0.0,Original,22,2,20000,50
TabNet,0.9696666666666668,0.5244261850372969,0.5567715302166216,0.5326934828714188,bank_account_fraud,0.6,adasyn,22,2,20000,50
TabNet,0.9766666666666668,0.5412179753816765,0.5686967040303094,0.5510508616616676,bank_account_fraud,0.8,adasyn,22,2,20000,50
TabNet,0.9798333333333332,0.5360687214382793,0.5451245153615067,0.5400146105552075,bank_account_fraud,1.0,adasyn,22,2,20000,50
TabNet,0.9823333333333332,0.5393164891026152,0.5379965137410525,0.5386436704232872,bank_account_fraud,0.6,borderline,22,2,20000,50
TabNet,0.9828333333333332,0.5559691964855674,0.5550298271990962,0.555495137418894,bank_account_fraud,0.8,borderline,22,2,20000,50
TabNet,0.984,0.5398264763504058,0.5304477075422445,0.5344265687238114,bank_account_fraud,1.0,borderline,22,2,20000,50
TabNet,0.9783333333333334,0.5147531853592971,0.5191958210539229,0.5165800642576653,bank_account_fraud,0.6,corsmote,22,2,20000,50
TabNet,0.9811666666666666,0.5409887550939118,0.545797802686873,0.5432421052631579,bank_account_fraud,0.8,corsmote,22,2,20000,50
TabNet,0.9826666666666668,0.572795023005638,0.5801169123499725,0.5762665826443139,bank_account_fraud,1.0,corsmote,22,2,20000,50
TabNet,0.9683333333333334,0.5318430433572437,0.5812694889578026,0.5438277493581577,bank_account_fraud,0.6,smote,22,2,20000,50
TabNet,0.9786666666666668,0.5270855290865595,0.5361449735962958,0.5308365038522722,bank_account_fraud,0.8,smote,22,2,20000,50
TabNet,0.9795,0.550653648645307,0.5701274395967123,0.5586438525009285,bank_account_fraud,1.0,smote,22,2,20000,50
XGBoost,0.9903333333333332,0.7811255989130175,0.5336458223377335,0.5581760287642641,bank_account_fraud,0.0,Original,22,2,20000,50
XGBoost,0.9888333333333332,0.6455685618729097,0.549669204807728,0.5731392001563033,bank_account_fraud,0.6,adasyn,22,2,20000,50
XGBoost,0.9885,0.631930715654369,0.5495008829763864,0.5711795359416805,bank_account_fraud,0.8,adasyn,22,2,20000,50
XGBoost,0.9885,0.631930715654369,0.5495008829763864,0.5711795359416805,bank_account_fraud,1.0,adasyn,22,2,20000,50
XGBoost,0.9891666666666666,0.6706521739130435,0.5582279419945851,0.5858813135844733,bank_account_fraud,0.6,borderline,22,2,20000,50
XGBoost,0.989,0.6623181133968891,0.5581437810789144,0.584731543624161,bank_account_fraud,0.8,borderline,22,2,20000,50
XGBoost,0.9891666666666666,0.6706521739130435,0.5582279419945851,0.5858813135844733,bank_account_fraud,1.0,borderline,22,2,20000,50
XGBoost,0.9888333333333332,0.6343753482670234,0.5412787894522123,0.562125369388642,bank_account_fraud,0.6,corsmote,22,2,20000,50
XGBoost,0.9886666666666668,0.6384249635629464,0.5495850438920572,0.5721476510067114,bank_account_fraud,0.8,corsmote,22,2,20000,50
XGBoost,0.988,0.6041783357944585,0.5408579848738585,0.557954968708942,bank_account_fraud,1.0,corsmote,22,2,20000,50
XGBoost,0.9896666666666668,0.6877979211368221,0.5416995940305661,0.5668455175497429,bank_account_fraud,0.6,smote,22,2,20000,50
XGBoost,0.9891666666666666,0.6517379679144385,0.5414471112835538,0.5639412997903565,bank_account_fraud,0.8,smote,22,2,20000,50
XGBoost,0.9893333333333332,0.6720413721229759,0.5499216875547402,0.5762637052207843,bank_account_fraud,1.0,smote,22,2,20000,50
Bagging,0.9878333333333332,0.4939166666666666,0.5,0.4969397166093737,bank_account_fraud,0.0,Original,23,2,20000,50
Bagging,0.9793333333333332,0.565109666262035,0.563347208386973,0.5642150247413406,bank_account_fraud,0.6,adasyn,23,2,20000,50
Bagging,0.9796666666666668,0.5722362510363241,0.5702808831652687,0.5712438146648673,bank_account_fraud,0.8,adasyn,23,2,20000,50
Bagging,0.976,0.5538917741116336,0.5684249695496116,0.5601808959685285,bank_account_fraud,1.0,adasyn,23,2,20000,50
Bagging,0.9816666666666668,0.5824189448887236,0.5645282443242094,0.5722895470157475,bank_account_fraud,0.6,borderline,23,2,20000,50
Bagging,0.9795,0.5661165984100217,0.5634315680967756,0.5647432604504377,bank_account_fraud,0.8,borderline,23,2,20000,50
Bagging,0.9793333333333332,0.565109666262035,0.563347208386973,0.5642150247413406,bank_account_fraud,1.0,borderline,23,2,20000,50
Bagging,0.9753333333333334,0.5629586213822727,0.5883823967864729,0.5732869971706237,bank_account_fraud,0.6,corsmote,23,2,20000,50
Bagging,0.9733333333333334,0.5591731063429177,0.5941350356275322,0.5721734480146174,bank_account_fraud,0.8,corsmote,23,2,20000,50
Bagging,0.9726666666666668,0.5570506593717096,0.5937975967883219,0.5703739667581222,bank_account_fraud,1.0,corsmote,23,2,20000,50
Bagging,0.9793333333333332,0.5598220110986489,0.5565822530282825,0.5581517439940706,bank_account_fraud,0.6,smote,23,2,20000,50
Bagging,0.9775,0.5602361634308897,0.569184206937835,0.5643641249016458,bank_account_fraud,0.8,smote,23,2,20000,50
Bagging,0.9781666666666666,0.5635135135135135,0.5695216457770453,0.5663665989735136,bank_account_fraud,1.0,smote,23,2,20000,50
Decision Tree,0.9793333333333332,0.5352587370507261,0.5295224315935202,0.5320884201946613,bank_account_fraud,0.0,Original,23,2,20000,50
Decision Tree,0.9726666666666668,0.5538073756964101,0.5870326414296313,0.5659722222222222,bank_account_fraud,0.6,adasyn,23,2,20000,50
Decision Tree,0.9691666666666666,0.5357600846771936,0.564966221447705,0.5452964605630705,bank_account_fraud,0.8,adasyn,23,2,20000,50
Decision Tree,0.9696666666666668,0.5399142136917203,0.5719842559358035,0.5505366394958108,bank_account_fraud,1.0,adasyn,23,2,20000,50
Decision Tree,0.9726666666666668,0.5358523887316837,0.5532078646361785,0.5425119811648835,bank_account_fraud,0.6,borderline,23,2,20000,50
Decision Tree,0.9716666666666668,0.5175949288796624,0.5256418849426008,0.5205865764241399,bank_account_fraud,0.8,borderline,23,2,20000,50
Decision Tree,0.9736666666666668,0.5340945520217388,0.5469490675363036,0.5392968153163398,bank_account_fraud,1.0,borderline,23,2,20000,50
Decision Tree,0.9525,0.531509376822648,0.6038849379782791,0.5438733792500798,bank_account_fraud,0.6,corsmote,23,2,20000,50
Decision Tree,0.9515,0.5252002108663466,0.5830839136433918,0.5342707135500815,bank_account_fraud,0.8,corsmote,23,2,20000,50
Decision Tree,0.951,0.5302310171543635,0.6031257005900557,0.5419490535171769,bank_account_fraud,1.0,corsmote,23,2,20000,50
Decision Tree,0.9658333333333332,0.5245299145299145,0.5497491165342719,0.531655339452783,bank_account_fraud,0.6,smote,23,2,20000,50
Decision Tree,0.9676666666666668,0.5390921104474594,0.5777368947768627,0.5508566136749499,bank_account_fraud,0.8,smote,23,2,20000,50
Decision Tree,0.9688333333333332,0.5286376030241061,0.5512675913107188,0.535975351275344,bank_account_fraud,1.0,smote,23,2,20000,50
LightGBM,0.9878333333333332,0.744079386257505,0.5135299107173811,0.5229127159010577,bank_account_fraud,0.0,Original,23,2,20000,50
LightGBM,0.9873333333333332,0.5939949958298583,0.5065118762292827,0.5096331281535106,bank_account_fraud,0.6,adasyn,23,2,20000,50
LightGBM,0.9871666666666666,0.6441569282136895,0.5199574272368612,0.5329138994511232,bank_account_fraud,0.8,adasyn,23,2,20000,50
LightGBM,0.9871666666666666,0.6190754339118825,0.5131924718781706,0.5214612212682521,bank_account_fraud,1.0,adasyn,23,2,20000,50
LightGBM,0.987,0.5654215632523658,0.5063431568096776,0.5092281879194631,bank_account_fraud,0.6,borderline,23,2,20000,50
LightGBM,0.9873333333333332,0.5939949958298583,0.5065118762292827,0.5096331281535106,bank_account_fraud,0.8,borderline,23,2,20000,50
LightGBM,0.9873333333333332,0.6369335653500512,0.5132768315879733,0.5218120805369127,bank_account_fraud,1.0,borderline,23,2,20000,50
LightGBM,0.9875,0.660744077410744,0.5133611912977759,0.522170746443623,bank_account_fraud,0.6,corsmote,23,2,20000,50
LightGBM,0.9876666666666668,0.6940783986655547,0.5134455510075785,0.522537519517892,bank_account_fraud,0.8,corsmote,23,2,20000,50
LightGBM,0.9876666666666668,0.6940783986655547,0.5134455510075785,0.522537519517892,bank_account_fraud,1.0,corsmote,23,2,20000,50
LightGBM,0.988,0.8274137068534266,0.5136142704271838,0.5232966683733823,bank_account_fraud,0.6,smote,23,2,20000,50
LightGBM,0.9878333333333332,0.744079386257505,0.5135299107173811,0.5229127159010577,bank_account_fraud,0.8,smote,23,2,20000,50
LightGBM,0.9875,0.6189959973315544,0.5065962359390853,0.5098418314051963,bank_account_fraud,1.0,smote,23,2,20000,50
MLP,0.9845,0.5974098321863106,0.5456674933147819,0.5615106978030743,bank_account_fraud,0.0,Original,23,2,20000,50
MLP,0.9816666666666668,0.5474800833479275,0.5307034675307566,0.537037037037037,bank_account_fraud,0.6,adasyn,23,2,20000,50
MLP,0.981,0.5647068200536678,0.5506608947676179,0.556736439634502,bank_account_fraud,0.8,adasyn,23,2,20000,50
MLP,0.9828333333333332,0.5567953020134229,0.5312939854993748,0.5399153235742772,bank_account_fraud,1.0,adasyn,23,2,20000,50
MLP,0.9818333333333332,0.5839862526437224,0.564612604034012,0.5729283597118637,bank_account_fraud,0.6,borderline,23,2,20000,50
MLP,0.9818333333333332,0.5839862526437224,0.564612604034012,0.5729283597118637,bank_account_fraud,0.8,borderline,23,2,20000,50
MLP,0.9823333333333332,0.561041141897565,0.5378058617286576,0.5463869290965683,bank_account_fraud,1.0,borderline,23,2,20000,50
MLP,0.9763333333333334,0.5415643180349063,0.5482988228931451,0.5446373025425486,bank_account_fraud,0.6,corsmote,23,2,20000,50
MLP,0.9758333333333332,0.5351176947094399,0.5412807884050468,0.5379023635497384,bank_account_fraud,0.8,corsmote,23,2,20000,50
MLP,0.9761666666666666,0.545723643744618,0.5549794185420331,0.5498612596854591,bank_account_fraud,1.0,corsmote,23,2,20000,50
MLP,0.9818333333333332,0.5486373793284748,0.5307878272405592,0.5374296507593863,bank_account_fraud,0.6,smote,23,2,20000,50
MLP,0.9818333333333332,0.5486373793284748,0.5307878272405592,0.5374296507593863,bank_account_fraud,0.8,smote,23,2,20000,50
MLP,0.9818333333333332,0.5486373793284748,0.5307878272405592,0.5374296507593863,bank_account_fraud,1.0,smote,23,2,20000,50
Random Forest,0.9878333333333332,0.4939166666666666,0.5,0.4969397166093737,bank_account_fraud,0.0,Original,23,2,20000,50
Random Forest,0.9856666666666668,0.6030071796960814,0.5327281005660189,0.5484711021505376,bank_account_fraud,0.6,adasyn,23,2,20000,50
Random Forest,0.986,0.5994948917185121,0.5261318646269336,0.5399512202246206,bank_account_fraud,0.8,adasyn,23,2,20000,50
Random Forest,0.9858333333333332,0.6193942436412316,0.5395774156345121,0.558285141664884,bank_account_fraud,1.0,adasyn,23,2,20000,50
Random Forest,0.9873333333333332,0.6608245701886163,0.5200417869466638,0.5333969114149943,bank_account_fraud,0.6,borderline,23,2,20000,50
Random Forest,0.9866666666666668,0.6522936667869306,0.5399992141835251,0.5618583049758291,bank_account_fraud,0.8,borderline,23,2,20000,50
Random Forest,0.9866666666666668,0.6522936667869306,0.5399992141835251,0.5618583049758291,bank_account_fraud,1.0,borderline,23,2,20000,50
Random Forest,0.9865,0.6443979933110368,0.5399148544737224,0.5611147684880404,bank_account_fraud,0.6,corsmote,23,2,20000,50
Random Forest,0.9853333333333332,0.5811843952542718,0.5257944257877232,0.5379704301075269,bank_account_fraud,0.8,corsmote,23,2,20000,50
Random Forest,0.9851666666666666,0.590462517061111,0.5324750214366112,0.5467658689236709,bank_account_fraud,1.0,corsmote,23,2,20000,50
Random Forest,0.9866666666666668,0.6275689223057644,0.5264693034661441,0.5420965870932292,bank_account_fraud,0.6,smote,23,2,20000,50
Random Forest,0.9865,0.6192346256684492,0.5263849437563415,0.5415436019391008,bank_account_fraud,0.8,smote,23,2,20000,50
Random Forest,0.9866666666666668,0.6413760556871921,0.5332342588248346,0.5521970333053456,bank_account_fraud,1.0,smote,23,2,20000,50
SVM,0.9878333333333332,0.4939166666666666,0.5,0.4969397166093737,bank_account_fraud,0.0,Original,23,2,20000,50
SVM,0.9828333333333332,0.5468449301717897,0.5245290301406842,0.5317043008186082,bank_account_fraud,0.6,adasyn,23,2,20000,50
SVM,0.9831666666666666,0.5497708473060585,0.5246977495602895,0.5324503382791241,bank_account_fraud,0.8,adasyn,23,2,20000,50
SVM,0.9831666666666666,0.5497708473060585,0.5246977495602895,0.5324503382791241,bank_account_fraud,1.0,adasyn,23,2,20000,50
SVM,0.9825,0.5442114093959731,0.524360310721079,0.5309816405368846,bank_account_fraud,0.6,borderline,23,2,20000,50
SVM,0.9821666666666666,0.5418285138828945,0.5241915913014739,0.5302811362513947,bank_account_fraud,0.8,borderline,23,2,20000,50
SVM,0.982,0.5407201221154709,0.5241072315916713,0.5299388340161794,bank_account_fraud,1.0,borderline,23,2,20000,50
SVM,0.9761666666666666,0.5410161933449206,0.5482144631833425,0.5442761240525007,bank_account_fraud,0.6,corsmote,23,2,20000,50
SVM,0.9756666666666668,0.5394455965738987,0.5479613840539348,0.5432161338564447,bank_account_fraud,0.8,corsmote,23,2,20000,50
SVM,0.9753333333333334,0.5337430309896423,0.541027709275639,0.5369588206216015,bank_account_fraud,1.0,corsmote,23,2,20000,50
SVM,0.983,0.5482683757042301,0.5246133898504868,0.5320743176083799,bank_account_fraud,0.6,smote,23,2,20000,50
SVM,0.9831666666666666,0.5497708473060585,0.5246977495602895,0.5324503382791241,bank_account_fraud,0.8,smote,23,2,20000,50
SVM,0.9831666666666666,0.5497708473060585,0.5246977495602895,0.5324503382791241,bank_account_fraud,1.0,smote,23,2,20000,50
TabNet,0.9858333333333332,0.5774824473420261,0.5192825495584404,0.5293983034347465,bank_account_fraud,0.0,Original,23,2,20000,50
TabNet,0.9763333333333334,0.5313772972161213,0.534768912175764,0.5329674546287749,bank_account_fraud,0.6,adasyn,23,2,20000,50
TabNet,0.9625,0.5362242604422047,0.5886516544903634,0.549244985350462,bank_account_fraud,0.8,adasyn,23,2,20000,50
TabNet,0.9801666666666666,0.5389228033070563,0.5299442301425332,0.5337474752817595,bank_account_fraud,1.0,adasyn,23,2,20000,50
TabNet,0.96,0.5374601385210522,0.6009161695607055,0.5518101268501838,bank_account_fraud,0.6,borderline,23,2,20000,50
TabNet,0.9795,0.5359427609427609,0.5296067913033229,0.5324115462668637,bank_account_fraud,0.8,borderline,23,2,20000,50
TabNet,0.9796666666666668,0.5770458385239593,0.5770458385239593,0.5770458385239593,bank_account_fraud,1.0,borderline,23,2,20000,50
TabNet,0.9736666666666668,0.5156648481571892,0.5198892461015414,0.5174207052988021,bank_account_fraud,0.6,corsmote,23,2,20000,50
TabNet,0.9763333333333334,0.5140928270042194,0.5144740460996924,0.5142797201521467,bank_account_fraud,0.8,corsmote,23,2,20000,50
TabNet,0.974,0.5391298072000792,0.5538827423145993,0.5451285011984115,bank_account_fraud,1.0,corsmote,23,2,20000,50
TabNet,0.9791666666666666,0.5825168918918919,0.5903226701119326,0.5862276707762534,bank_account_fraud,0.6,smote,23,2,20000,50
TabNet,0.9766666666666668,0.5427001227828332,0.5484675423127503,0.5453718857974177,bank_account_fraud,0.8,smote,23,2,20000,50
TabNet,0.9776666666666668,0.5410970464135021,0.5422087452128753,0.5416442429604765,bank_account_fraud,1.0,smote,23,2,20000,50
XGBoost,0.988,0.779957569545422,0.5271441811445647,0.5469798657718121,bank_account_fraud,0.0,Original,23,2,20000,50
XGBoost,0.9865,0.5774048096192385,0.5128550330389603,0.5201303349707487,bank_account_fraud,0.6,adasyn,23,2,20000,50
XGBoost,0.9861666666666666,0.5879010695187166,0.5194512689780457,0.5302236908758687,bank_account_fraud,0.8,adasyn,23,2,20000,50
XGBoost,0.9863333333333332,0.611880720865983,0.5263005840465389,0.5410019591379792,bank_account_fraud,1.0,adasyn,23,2,20000,50
XGBoost,0.9865,0.6443979933110368,0.5399148544737224,0.5611147684880404,bank_account_fraud,0.6,borderline,23,2,20000,50
XGBoost,0.9868333333333332,0.6505681818181819,0.5333186185346371,0.5528635130023328,bank_account_fraud,0.8,borderline,23,2,20000,50
XGBoost,0.9861666666666666,0.619314381270903,0.5329811796954268,0.550278096105029,bank_account_fraud,1.0,borderline,23,2,20000,50
XGBoost,0.9863333333333332,0.6466527485797005,0.5465954501226105,0.5694724462365591,bank_account_fraud,0.6,corsmote,23,2,20000,50
XGBoost,0.986,0.6133610493871408,0.5328968199856242,0.5496638562355473,bank_account_fraud,0.8,corsmote,23,2,20000,50
XGBoost,0.9851666666666666,0.6111390284757119,0.5460049321539923,0.5642207262824682,bank_account_fraud,1.0,corsmote,23,2,20000,50
XGBoost,0.986,0.5994948917185121,0.5261318646269336,0.5399512202246206,bank_account_fraud,0.6,smote,23,2,20000,50
XGBoost,0.9856666666666668,0.6030071796960814,0.5327281005660189,0.5484711021505376,bank_account_fraud,0.8,smote,23,2,20000,50
XGBoost,0.986,0.5823853860447739,0.519366909268243,0.5298068849706129,bank_account_fraud,1.0,smote,23,2,20000,50
Bagging,0.9875,0.49375,0.5,0.4968553459119497,bank_account_fraud,0.0,Original,24,2,20000,50
Bagging,0.9806666666666668,0.5764949113804554,0.5623628691983122,0.5686406727222244,bank_account_fraud,0.6,adasyn,24,2,20000,50
Bagging,0.9798333333333332,0.5647532008086253,0.5553586497890295,0.5596474510805317,bank_account_fraud,0.8,adasyn,24,2,20000,50
Bagging,0.9768333333333332,0.5540302327827683,0.56042194092827,0.5570236450580252,bank_account_fraud,1.0,adasyn,24,2,20000,50
Bagging,0.981,0.5451390436867067,0.529620253164557,0.5355229848216517,bank_account_fraud,0.6,borderline,24,2,20000,50
Bagging,0.9813333333333332,0.5473121008181107,0.529789029535865,0.5362690081401351,bank_account_fraud,0.8,borderline,24,2,20000,50
Bagging,0.9805,0.5421925922094046,0.529367088607595,0.5344429331156313,bank_account_fraud,1.0,borderline,24,2,20000,50
Bagging,0.979,0.5540551079089635,0.5483544303797468,0.5510251592197815,bank_account_fraud,0.6,corsmote,24,2,20000,50
Bagging,0.977,0.5449750833228223,0.5473417721518987,0.5461233009772601,bank_account_fraud,0.8,corsmote,24,2,20000,50
Bagging,0.9756666666666668,0.5537224834395496,0.5664135021097046,0.5593064812131749,bank_account_fraud,1.0,corsmote,24,2,20000,50
Bagging,0.9811666666666666,0.5748053258988656,0.5560337552742616,0.5639419901353131,bank_account_fraud,0.6,smote,24,2,20000,50
Bagging,0.9798333333333332,0.5754878822736107,0.5685232067510548,0.5718206058089671,bank_account_fraud,0.8,smote,24,2,20000,50
Bagging,0.9763333333333334,0.5519749004239636,0.560168776371308,0.5557307603261312,bank_account_fraud,1.0,smote,24,2,20000,50
Decision Tree,0.9768333333333332,0.521789248762933,0.5209282700421941,0.5213473898797687,bank_account_fraud,0.0,Original,24,2,20000,50
Decision Tree,0.9678333333333332,0.5306877011852313,0.5558649789029536,0.5387613711453415,bank_account_fraud,0.6,adasyn,24,2,20000,50
Decision Tree,0.9703333333333334,0.5385531914893618,0.5637130801687764,0.5474576271186441,bank_account_fraud,0.8,adasyn,24,2,20000,50
Decision Tree,0.9666666666666668,0.5258342477055129,0.5486919831223629,0.5327968803290356,bank_account_fraud,1.0,adasyn,24,2,20000,50
Decision Tree,0.9785,0.5396405919661733,0.5349367088607595,0.537114284330242,bank_account_fraud,0.6,borderline,24,2,20000,50
Decision Tree,0.9776666666666668,0.5364346646585534,0.5345147679324894,0.5354437898541848,bank_account_fraud,0.8,borderline,24,2,20000,50
Decision Tree,0.9786666666666668,0.557814418981421,0.5547679324894514,0.556244814189072,bank_account_fraud,1.0,borderline,24,2,20000,50
Decision Tree,0.9623333333333334,0.523664195658128,0.5530801687763713,0.5310366579929199,bank_account_fraud,0.6,corsmote,24,2,20000,50
Decision Tree,0.959,0.5181306389360081,0.5448101265822785,0.5236103364937721,bank_account_fraud,0.8,corsmote,24,2,20000,50
Decision Tree,0.9608333333333332,0.5221935853379153,0.5523206751054852,0.5292114291438159,bank_account_fraud,1.0,corsmote,24,2,20000,50
Decision Tree,0.9681666666666666,0.5343961847121474,0.5626160337552742,0.5435410460557525,bank_account_fraud,0.6,smote,24,2,20000,50
