Model,Accuracy,Precision,Recall,F1,dataset,ratio,sampler,seed,n_classes,nrows,nfeat
Bagging,0.9942857142857144,0.9346692678417272,0.9846669243654168,0.9581963767008104,unsw,1.0,adasyn,25,2,35000,40
Bagging,0.9947619047619048,0.9470709171392327,0.9752866056442764,0.9607126153322844,unsw,0.6,borderline,25,2,35000,40
Bagging,0.9946666666666668,0.9478985241330236,0.9724868687328044,0.959838029779418,unsw,0.8,borderline,25,2,35000,40
Bagging,0.9946666666666668,0.9438993977620136,0.9779878106806869,0.9602624838650816,unsw,1.0,borderline,25,2,35000,40
Bagging,0.9955238095238096,0.959057002318284,0.9729302621705812,0.9658822959258346,unsw,0.6,corsmote,25,2,35000,40
Bagging,0.9956190476190476,0.959216584038344,0.9743547635950828,0.9666533279978656,unsw,0.8,corsmote,25,2,35000,40
Bagging,0.9955238095238096,0.959057002318284,0.9729302621705812,0.9658822959258346,unsw,1.0,corsmote,25,2,35000,40
Bagging,0.9949523809523808,0.9515573774009164,0.9726346665453968,0.9618366128358318,unsw,0.6,smote,25,2,35000,40
Bagging,0.9951428571428572,0.9508723818987922,0.9768589048813702,0.9634727079738158,unsw,0.8,smote,25,2,35000,40
Bagging,0.9948571428571428,0.9492955962424348,0.9739606360948364,0.9612723858587244,unsw,1.0,smote,25,2,35000,40
Decision Tree,0.9950476190476192,0.9476337599253322,0.9795601099177806,0.9630031570639306,unsw,0.0,Original,25,2,35000,40
Decision Tree,0.993904761904762,0.9236792448074632,0.9954717445110588,0.956533843060266,unsw,0.6,adasyn,25,2,35000,40
Decision Tree,0.993904761904762,0.9236792448074632,0.9954717445110588,0.956533843060266,unsw,0.8,adasyn,25,2,35000,40
Decision Tree,0.993904761904762,0.9236792448074632,0.9954717445110588,0.956533843060266,unsw,1.0,adasyn,25,2,35000,40
Decision Tree,0.994095238095238,0.9543132117770012,0.9543132117770012,0.9543132117770012,unsw,0.6,borderline,25,2,35000,40
Decision Tree,0.9927619047619048,0.9483697781564138,0.9384958982948932,0.9433735887037832,unsw,0.8,borderline,25,2,35000,40
Decision Tree,0.9926666666666668,0.9448690252982256,0.9411971033313038,0.9430248578634046,unsw,1.0,borderline,25,2,35000,40
Decision Tree,0.9948571428571428,0.9686536750667384,0.9505816328163358,0.9594265504639256,unsw,0.6,corsmote,25,2,35000,40
Decision Tree,0.994095238095238,0.962522164680106,0.9446865633682068,0.9534156690511736,unsw,0.8,corsmote,25,2,35000,40
Decision Tree,0.993904761904762,0.9597820227087258,0.9445880314931452,0.9520476098730546,unsw,1.0,corsmote,25,2,35000,40
Decision Tree,0.9948571428571428,0.9395514720745916,0.9877129909645428,0.9622790530458968,unsw,0.6,smote,25,2,35000,40
Decision Tree,0.9943809523809524,0.9376004216690592,0.9819657193290064,0.9586251915880706,unsw,0.8,smote,25,2,35000,40
Decision Tree,0.9944761904761904,0.937808830973622,0.9833902207535078,0.9593794189055788,unsw,1.0,smote,25,2,35000,40
LightGBM,0.9975238095238096,0.9783311004518982,0.9835914952675224,0.980945818842617,unsw,0.0,Original,25,2,35000,40
LightGBM,0.9957142857142856,0.9550527442287112,0.9812802069674668,0.9677700364474844,unsw,0.6,adasyn,25,2,35000,40
LightGBM,0.9958095238095238,0.9552209724700064,0.9827047083919682,0.9685282330360364,unsw,0.8,adasyn,25,2,35000,40
LightGBM,0.9957142857142856,0.9550527442287112,0.9812802069674668,0.9677700364474844,unsw,1.0,adasyn,25,2,35000,40
LightGBM,0.9956190476190476,0.9548838846800798,0.9798557055429652,0.9670098101759504,unsw,0.6,borderline,25,2,35000,40
LightGBM,0.9954285714285714,0.9503850647644058,0.982507644641845,0.9658490680590128,unsw,0.8,borderline,25,2,35000,40
LightGBM,0.9953333333333332,0.9512297458440758,0.979707907730373,0.96499851184149,unsw,1.0,borderline,25,2,35000,40
LightGBM,0.996,0.9576780288989022,0.9828032402670298,0.9698785223345634,unsw,0.6,corsmote,25,2,35000,40
LightGBM,0.9962857142857144,0.9636444356748224,0.9802005671056808,0.971765971272996,unsw,0.8,corsmote,25,2,35000,40
LightGBM,0.9961904761904762,0.9601617188810324,0.9829017721420914,0.9712360289283366,unsw,1.0,corsmote,25,2,35000,40
LightGBM,0.996095238095238,0.9557219205259044,0.9869782126654724,0.9707907285633632,unsw,0.6,smote,25,2,35000,40
LightGBM,0.9961904761904762,0.9590751010083136,0.984277007629062,0.97131287841387,unsw,0.8,smote,25,2,35000,40
LightGBM,0.996095238095238,0.9557219205259044,0.9869782126654724,0.9707907285633632,unsw,1.0,smote,25,2,35000,40
MLP,0.9953333333333332,0.974424846941961,0.9522031979909604,0.9630275712276176,unsw,0.0,Original,25,2,35000,40
MLP,0.9948571428571428,0.9513785454544476,0.9712101651208952,0.9610643135137183,unsw,0.6,adasyn,25,2,35000,40
MLP,0.9941904761904762,0.951182868077765,0.9598634196624148,0.9554785348496722,unsw,0.8,adasyn,25,2,35000,40
MLP,0.9944761904761904,0.9528063771572912,0.9627616884489484,0.9577256540722898,unsw,1.0,adasyn,25,2,35000,40
MLP,0.9933333333333332,0.9506274461829116,0.9456676713549312,0.948132765442393,unsw,0.6,borderline,25,2,35000,40
MLP,0.9942857142857144,0.9513643146948364,0.961287921086916,0.9562679180058172,unsw,0.8,borderline,25,2,35000,40
MLP,0.9943809523809524,0.9483680970082856,0.9668381289723292,0.9574019259280346,unsw,1.0,borderline,25,2,35000,40
MLP,0.9950476190476192,0.956028106822098,0.9685582260220156,0.9622016003260908,unsw,0.6,corsmote,25,2,35000,40
MLP,0.9944761904761904,0.9506561756824072,0.9655121594228896,0.957954196171222,unsw,0.8,corsmote,25,2,35000,40
MLP,0.9951428571428572,0.9551067026895756,0.9713579629334876,0.9630785778185332,unsw,1.0,corsmote,25,2,35000,40
MLP,0.9941904761904762,0.9459252003982216,0.966739597097268,0.9560761015657686,unsw,0.6,smote,25,2,35000,40
MLP,0.993904761904762,0.947421970346259,0.9597156218498224,0.9534788927090349,unsw,0.8,smote,25,2,35000,40
MLP,0.9943809523809524,0.9537253438131358,0.9599619515374762,0.956820695621033,unsw,1.0,smote,25,2,35000,40
Random Forest,0.9961904761904762,0.9623723567455784,0.98015130116815,0.9710810402893438,unsw,0.0,Original,25,2,35000,40
Random Forest,0.9946666666666668,0.9382232388196282,0.9862392236025106,0.9608819809364854,unsw,0.6,adasyn,25,2,35000,40
Random Forest,0.9949523809523808,0.9406794491364224,0.9877622569020736,0.9629294562540603,unsw,0.8,adasyn,25,2,35000,40
Random Forest,0.9946666666666668,0.9373127384316062,0.9876144590894812,0.9609832849207562,unsw,1.0,adasyn,25,2,35000,40
Random Forest,0.9952380952380953,0.9460303999343452,0.9851595837407248,0.9647064612856098,unsw,0.6,borderline,25,2,35000,40
Random Forest,0.9955238095238096,0.9475706801107158,0.9880578525272584,0.9668675760459624,unsw,0.8,borderline,25,2,35000,40
Random Forest,0.9956190476190476,0.9487402095224774,0.9881071184647892,0.967529944382761,unsw,1.0,borderline,25,2,35000,40
Random Forest,0.9957142857142856,0.9529635708701464,0.984030677941408,0.9679410435451548,unsw,0.6,corsmote,25,2,35000,40
Random Forest,0.9953333333333332,0.9491920788601288,0.9824583787043142,0.9651836950879372,unsw,0.8,corsmote,25,2,35000,40
Random Forest,0.9956190476190476,0.9538311169329146,0.981230941029936,0.967097698174038,unsw,1.0,corsmote,25,2,35000,40
Random Forest,0.9943809523809524,0.935779297868732,0.9847161903029475,0.9588398101887384,unsw,0.6,smote,25,2,35000,40
Random Forest,0.9945714285714286,0.9362018944367372,0.9875651931519503,0.9603379064577642,unsw,0.8,smote,25,2,35000,40
Random Forest,0.9942857142857144,0.9346692678417272,0.9846669243654168,0.9581963767008104,unsw,1.0,smote,25,2,35000,40
SVM,0.9945714285714286,0.9574272359981366,0.9586852479255672,0.9580553110631448,unsw,0.0,Original,25,2,35000,40
SVM,0.9937142857142856,0.9216371684058992,0.9953732126359972,0.9552881417958192,unsw,0.6,adasyn,25,2,35000,40
SVM,0.9936190476190476,0.9206234934244651,0.9953239466984664,0.954667626712038,unsw,0.8,adasyn,25,2,35000,40
SVM,0.9936190476190476,0.9198564593301436,0.996699182185437,0.954781056431506,unsw,1.0,adasyn,25,2,35000,40
SVM,0.9910476190476192,0.8943820224719101,0.9953690018721056,0.9386285018440051,unsw,0.6,borderline,25,2,35000,40
SVM,0.9910476190476192,0.8943820224719101,0.9953690018721056,0.9386285018440051,unsw,0.8,borderline,25,2,35000,40
SVM,0.9910476190476192,0.8943820224719101,0.9953690018721056,0.9386285018440051,unsw,1.0,borderline,25,2,35000,40
SVM,0.9938095238095238,0.9226557403431934,0.995422478573528,0.9559102118732344,unsw,0.6,corsmote,25,2,35000,40
SVM,0.9938095238095238,0.9226557403431934,0.995422478573528,0.9559102118732344,unsw,0.8,corsmote,25,2,35000,40
SVM,0.9937142857142856,0.9216371684058992,0.9953732126359972,0.9552881417958192,unsw,1.0,corsmote,25,2,35000,40
SVM,0.9938095238095238,0.9226557403431934,0.995422478573528,0.9559102118732344,unsw,0.6,smote,25,2,35000,40
SVM,0.9938095238095238,0.9226557403431934,0.995422478573528,0.9559102118732344,unsw,0.8,smote,25,2,35000,40
SVM,0.9937142857142856,0.9216371684058992,0.9953732126359972,0.9552881417958192,unsw,1.0,smote,25,2,35000,40
TabNet,0.9947619047619048,0.945075632834969,0.9780370766182176,0.9609204740782968,unsw,0.0,Original,25,2,35000,40
TabNet,0.9944761904761904,0.9290953545232274,0.9971425756232142,0.9604092989390473,unsw,0.6,adasyn,25,2,35000,40
TabNet,0.993904761904762,0.9228915662650604,0.9968469799980292,0.9566430465898852,unsw,0.8,adasyn,25,2,35000,40
TabNet,0.9941904761904762,0.9301006849294822,0.9901186003757686,0.9579889559163456,unsw,1.0,adasyn,25,2,35000,40
TabNet,0.9944761904761904,0.9307651385907948,0.9943921046492727,0.960207688423456,unsw,0.6,borderline,25,2,35000,40
TabNet,0.9945714285714286,0.934425891086794,0.9903156641258916,0.9605419277783444,unsw,0.8,borderline,25,2,35000,40
TabNet,0.9936190476190476,0.9198564593301436,0.996699182185437,0.954781056431506,unsw,1.0,borderline,25,2,35000,40
TabNet,0.9942857142857144,0.927007299270073,0.9970440437481524,0.9591475613428546,unsw,0.6,corsmote,25,2,35000,40
TabNet,0.9931428571428572,0.9148936170212766,0.996452852497783,0.9517084848192172,unsw,0.8,corsmote,25,2,35000,40
TabNet,0.9944761904761904,0.9307651385907948,0.9943921046492727,0.960207688423456,unsw,1.0,corsmote,25,2,35000,40
TabNet,0.9943809523809524,0.9305444956143792,0.9929676032247714,0.959470002404322,unsw,0.6,smote,25,2,35000,40
TabNet,0.9935238095238096,0.918854415274463,0.9966499162479062,0.9541634835752484,unsw,0.8,smote,25,2,35000,40
TabNet,0.994095238095238,0.9249394673123488,0.996945511873091,0.9578921604646324,unsw,1.0,smote,25,2,35000,40
XGBoost,0.9964761904761904,0.9685342439041588,0.9775486280068012,0.9729951768760304,unsw,0.0,Original,25,2,35000,40
XGBoost,0.9955238095238096,0.9536592901187382,0.9798064396054346,0.9663375936229284,unsw,0.6,adasyn,25,2,35000,40
XGBoost,0.9954285714285714,0.9514074074074076,0.9811324091548744,0.9657583665762524,unsw,0.8,adasyn,25,2,35000,40
XGBoost,0.9950476190476192,0.950692668351846,0.9754344034568688,0.9627067419380309,unsw,1.0,adasyn,25,2,35000,40
XGBoost,0.9957142857142856,0.9550527442287112,0.9812802069674668,0.9677700364474844,unsw,0.6,borderline,25,2,35000,40
XGBoost,0.9958095238095238,0.9541728395061728,0.9840799438789388,0.9686118360282314,unsw,0.8,borderline,25,2,35000,40
XGBoost,0.995904761904762,0.9553885745489188,0.9841292098164696,0.9692844083506952,unsw,1.0,borderline,25,2,35000,40
XGBoost,0.996,0.9555555555555556,0.9855537112409712,0.970038570754221,unsw,0.6,corsmote,25,2,35000,40
XGBoost,0.995904761904762,0.9575158080093914,0.9813787388425284,0.9691200950622314,unsw,0.8,corsmote,25,2,35000,40
XGBoost,0.9958095238095238,0.9541728395061728,0.9840799438789388,0.9686118360282314,unsw,1.0,corsmote,25,2,35000,40
XGBoost,0.996095238095238,0.9578396524486572,0.9842277416915312,0.970634922096597,unsw,0.6,smote,25,2,35000,40
XGBoost,0.9956190476190476,0.9538311169329146,0.981230941029936,0.967097698174038,unsw,0.8,smote,25,2,35000,40
XGBoost,0.996095238095238,0.9600056429049588,0.98147727071759,0.9704773797409264,unsw,1.0,smote,25,2,35000,40
Bagging,0.9970476190476192,0.970709065137544,0.9805479122990914,0.9755740199122392,unsw,0.0,Original,26,2,35000,40
Bagging,0.9954285714285714,0.9444717296955968,0.9841948375262056,0.9634207837880914,unsw,0.6,adasyn,26,2,35000,40
Bagging,0.9957142857142856,0.9482745552801716,0.9843422431865828,0.965559655596556,unsw,0.8,adasyn,26,2,35000,40
Bagging,0.9955238095238096,0.944676139637232,0.9857380474027486,0.964233840671653,unsw,1.0,adasyn,26,2,35000,40
Bagging,0.9956190476190476,0.9459334395787602,0.9857871826228743,0.9649449177969208,unsw,0.6,borderline,26,2,35000,40
Bagging,0.9954285714285714,0.9434259029525396,0.9856889121826228,0.9635247799907364,unsw,0.8,borderline,26,2,35000,40
Bagging,0.9956190476190476,0.9448796875553822,0.987281257279292,0.9650445808244558,unsw,1.0,borderline,26,2,35000,40
Bagging,0.9961904761904762,0.960620818575364,0.9771175460051248,0.9687136855278448,unsw,0.6,corsmote,26,2,35000,40
Bagging,0.9962857142857144,0.959586498088736,0.9801548305380852,0.9696293918068776,unsw,0.8,corsmote,26,2,35000,40
Bagging,0.996095238095238,0.9592518798188928,0.9770684107849988,0.9679784684395264,unsw,1.0,corsmote,26,2,35000,40
Bagging,0.9956190476190476,0.9525272622390788,0.97682273468437,0.9643343550100706,unsw,0.6,smote,26,2,35000,40
Bagging,0.9956190476190476,0.9513948679666964,0.9783168093407874,0.964437640555992,unsw,0.8,smote,26,2,35000,40
Bagging,0.9958095238095238,0.9551933765632236,0.9769210051246217,0.9657856445451356,unsw,1.0,smote,26,2,35000,40
Decision Tree,0.9958095238095238,0.9636918839191926,0.9664624825296996,0.9650727650727652,unsw,0.0,Original,26,2,35000,40
Decision Tree,0.9952380952380953,0.9564941449897202,0.9646735965525274,0.9605449575553926,unsw,0.6,adasyn,26,2,35000,40
Decision Tree,0.9951428571428572,0.95274757545279,0.9676126106452364,0.9600513819051336,unsw,0.8,adasyn,26,2,35000,40
Decision Tree,0.9955238095238096,0.955831026862735,0.9707973008385744,0.9631846068537504,unsw,1.0,adasyn,26,2,35000,40
Decision Tree,0.9948571428571428,0.9303825277440084,0.9943585488003728,0.9599881333412744,unsw,0.6,borderline,26,2,35000,40
Decision Tree,0.9948571428571428,0.9303825277440084,0.9943585488003728,0.9599881333412744,unsw,0.8,borderline,26,2,35000,40
Decision Tree,0.9948571428571428,0.9303825277440084,0.9943585488003728,0.9599881333412744,unsw,1.0,borderline,26,2,35000,40
Decision Tree,0.9952380952380953,0.9640338295845796,0.9557091486140228,0.9598311715617548,unsw,0.6,corsmote,26,2,35000,40
Decision Tree,0.9951428571428572,0.963875742678696,0.9541659387374796,0.9589658914221396,unsw,0.8,corsmote,26,2,35000,40
Decision Tree,0.9951428571428572,0.9625747327602372,0.9556600133938972,0.9590895058203296,unsw,1.0,corsmote,26,2,35000,40
Decision Tree,0.9955238095238096,0.9436325254739576,0.987232122059166,0.964335370661734,unsw,0.6,smote,26,2,35000,40
Decision Tree,0.9956190476190476,0.9428090072320842,0.9902694065921268,0.9652421563852532,unsw,0.8,smote,26,2,35000,40
Decision Tree,0.9955238095238096,0.9415816822073456,0.990220271372001,0.964536649953021,unsw,1.0,smote,26,2,35000,40
LightGBM,0.9969523809523808,0.9731892071815442,0.9760165531097136,0.9745983745983746,unsw,0.0,Original,26,2,35000,40
LightGBM,0.9963809523809524,0.9585721046068608,0.983192115071046,0.9705370758778844,unsw,0.6,adasyn,26,2,35000,40
LightGBM,0.9963809523809524,0.957405749379448,0.9846861897274632,0.9706223987201674,unsw,0.8,adasyn,26,2,35000,40
LightGBM,0.9966666666666668,0.9579177773154312,0.989315819357093,0.9730586839046128,unsw,1.0,adasyn,26,2,35000,40
LightGBM,0.9968571428571428,0.9629493689631052,0.9864259404845096,0.9743765610239024,unsw,0.6,borderline,26,2,35000,40
LightGBM,0.9964761904761904,0.959918382758134,0.9832412502911716,0.97127068963286,unsw,0.8,borderline,26,2,35000,40
LightGBM,0.9966666666666668,0.9579177773154312,0.989315819357093,0.9730586839046128,unsw,1.0,borderline,26,2,35000,40
LightGBM,0.9969523809523808,0.9655335051456349,0.984981001048218,0.975044111019243,unsw,0.6,corsmote,26,2,35000,40
LightGBM,0.9969523809523808,0.961913910439012,0.9894632250174704,0.9752609673432988,unsw,0.8,corsmote,26,2,35000,40
LightGBM,0.9967619047619048,0.9627923807318204,0.9848827306079664,0.9735616344212412,unsw,1.0,corsmote,26,2,35000,40
LightGBM,0.9963809523809524,0.9609480265847123,0.980203965758211,0.9703648818353512,unsw,0.6,smote,26,2,35000,40
LightGBM,0.9963809523809524,0.9597527790643816,0.9816980404146284,0.9704512384707992,unsw,0.8,smote,26,2,35000,40
LightGBM,0.9964761904761904,0.9611106320975656,0.9817471756347542,0.9711868588937044,unsw,1.0,smote,26,2,35000,40
MLP,0.996095238095238,0.9557267231003852,0.9815506347542512,0.9682571540669442,unsw,0.0,Original,26,2,35000,40
MLP,0.9958095238095238,0.9473951494619236,0.9873795277195434,0.9664690518057504,unsw,0.6,adasyn,26,2,35000,40
MLP,0.9961904761904762,0.9471236028928336,0.9950464418821336,0.96977578816109,unsw,0.8,adasyn,26,2,35000,40
MLP,0.9962857142857144,0.9549374398787882,0.9861311291637548,0.969979676350854,unsw,1.0,adasyn,26,2,35000,40
MLP,0.9961904761904762,0.95590302902626,0.9830938446307944,0.9690762091791236,unsw,0.6,borderline,26,2,35000,40
MLP,0.9951428571428572,0.951587491835602,0.969106685301654,0.9601683387906303,unsw,0.8,borderline,26,2,35000,40
MLP,0.9947619047619048,0.941954566278422,0.9748864430468204,0.9577853068160244,unsw,1.0,borderline,26,2,35000,40
MLP,0.9963809523809524,0.9562534654186796,0.9861802643838808,0.9707072116055238,unsw,0.6,corsmote,26,2,35000,40
MLP,0.9967619047619048,0.964005012291994,0.983388655951549,0.9734843679579456,unsw,0.8,corsmote,26,2,35000,40
MLP,0.9968571428571428,0.960574144242502,0.9894140897973444,0.974524754329303,unsw,1.0,corsmote,26,2,35000,40
MLP,0.9962857142857144,0.959586498088736,0.9801548305380852,0.9696293918068776,unsw,0.6,smote,26,2,35000,40
MLP,0.995904761904762,0.9589144782726798,0.9739819910319124,0.9663178318023676,unsw,0.8,smote,26,2,35000,40
MLP,0.9967619047619048,0.9580870764381402,0.990859029233636,0.9738660960251868,unsw,1.0,smote,26,2,35000,40
Random Forest,0.9974285714285714,0.9687313021417132,0.9897089011180992,0.9789741943278384,unsw,0.0,Original,26,2,35000,40
Random Forest,0.9962857142857144,0.9494319466917202,0.993601502445842,0.9704059458682472,unsw,0.6,adasyn,26,2,35000,40
Random Forest,0.996095238095238,0.9469272945067858,0.9935032320055904,0.9689763514762464,unsw,0.8,adasyn,26,2,35000,40
Random Forest,0.996,0.9456854043392504,0.9934540967854648,0.9682645775691444,unsw,1.0,adasyn,26,2,35000,40
Random Forest,0.996,0.9467301745383156,0.9919600221290472,0.9681746448477998,unsw,0.6,borderline,26,2,35000,40
Random Forest,0.9961904761904762,0.9481761225238484,0.9935523672257164,0.9696901379502856,unsw,0.8,borderline,26,2,35000,40
Random Forest,0.996,0.9456854043392504,0.9934540967854648,0.9682645775691444,unsw,1.0,borderline,26,2,35000,40
Random Forest,0.9966666666666668,0.9602475823449396,0.986327670044258,0.972902448593733,unsw,0.6,corsmote,26,2,35000,40
Random Forest,0.9966666666666668,0.9602475823449396,0.986327670044258,0.972902448593733,unsw,0.8,corsmote,26,2,35000,40
Random Forest,0.9967619047619048,0.960411190085824,0.9878708799208014,0.973714777802255,unsw,1.0,corsmote,26,2,35000,40
Random Forest,0.9966666666666668,0.9567737761520242,0.9908098940135104,0.9731361043374702,unsw,0.6,smote,26,2,35000,40
Random Forest,0.9963809523809524,0.9528786460386284,0.990662488353133,0.970958635780824,unsw,0.8,smote,26,2,35000,40
Random Forest,0.9964761904761904,0.9530606877763728,0.9922056982296762,0.9717632611463708,unsw,1.0,smote,26,2,35000,40
SVM,0.996095238095238,0.9641607239606976,0.9710921121593292,0.9675989123169366,unsw,0.0,Original,26,2,35000,40
SVM,0.9949523809523808,0.932466465612467,0.992913609364081,0.9605654063304392,unsw,0.6,adasyn,26,2,35000,40
SVM,0.9948571428571428,0.9322349990661936,0.9913703994875378,0.9597654446053197,unsw,0.8,adasyn,26,2,35000,40
SVM,0.9946666666666668,0.92991005452785,0.9912721290472862,0.9583910763294476,unsw,1.0,adasyn,26,2,35000,40
SVM,0.9950476190476192,0.932696962747796,0.9944568192406242,0.9613631423059156,unsw,0.6,borderline,26,2,35000,40
SVM,0.9948571428571428,0.9322349990661936,0.9913703994875378,0.9597654446053197,unsw,0.8,borderline,26,2,35000,40
SVM,0.9946666666666668,0.92991005452785,0.9912721290472862,0.9583910763294476,unsw,1.0,borderline,26,2,35000,40
SVM,0.9951428571428572,0.9338635377218784,0.99450595446075,0.9620535042047622,unsw,0.6,corsmote,26,2,35000,40
SVM,0.9951428571428572,0.9338635377218784,0.99450595446075,0.9620535042047622,unsw,0.8,corsmote,26,2,35000,40
SVM,0.9951428571428572,0.9338635377218784,0.99450595446075,0.9620535042047622,unsw,1.0,corsmote,26,2,35000,40
SVM,0.9952380952380953,0.9350364184520156,0.9945550896808758,0.9627457820419624,unsw,0.6,smote,26,2,35000,40
SVM,0.9951428571428572,0.9338635377218784,0.99450595446075,0.9620535042047622,unsw,0.8,smote,26,2,35000,40
SVM,0.9951428571428572,0.9338635377218784,0.99450595446075,0.9620535042047622,unsw,1.0,smote,26,2,35000,40
TabNet,0.995904761904762,0.966411391436588,0.9650175430934078,0.9657133510084868,unsw,0.0,Original,26,2,35000,40
TabNet,0.9947619047619048,0.930146787276124,0.9928153389238294,0.9591907140536792,unsw,0.6,adasyn,26,2,35000,40
TabNet,0.9949523809523808,0.9306172839506172,0.995901758676916,0.9607833437241616,unsw,0.8,adasyn,26,2,35000,40
TabNet,0.9950476190476192,0.9308510638297872,0.9974449685534592,0.961576354679803,unsw,1.0,adasyn,26,2,35000,40
TabNet,0.9958095238095238,0.9422090340598628,0.9948499010016304,0.9669401522298652,unsw,0.6,borderline,26,2,35000,40
TabNet,0.9956190476190476,0.9459334395787602,0.9857871826228743,0.9649449177969208,unsw,0.8,borderline,26,2,35000,40
TabNet,0.9962857142857144,0.9483693569692406,0.9950955771022596,0.9704897001847222,unsw,1.0,borderline,26,2,35000,40
TabNet,0.9949523809523808,0.9297082228116712,0.9973958333333331,0.9608913785975276,unsw,0.6,corsmote,26,2,35000,40
TabNet,0.9954285714285714,0.9364371281449267,0.9961474347775447,0.964235950760284,unsw,0.8,corsmote,26,2,35000,40
TabNet,0.9942857142857144,0.9227254522291412,0.9955578121360352,0.9560288127137314,unsw,1.0,corsmote,26,2,35000,40
TabNet,0.9946666666666668,0.9271992798963752,0.9957543530165384,0.958734513863098,unsw,0.6,smote,26,2,35000,40
TabNet,0.993904761904762,0.918344345958662,0.9953612712555322,0.9533524458728716,unsw,0.8,smote,26,2,35000,40
TabNet,0.9954285714285714,0.9383765735860776,0.99315928546471,0.9640357074047908,unsw,1.0,smote,26,2,35000,40
XGBoost,0.9973333333333332,0.9737016179494056,0.9821893926158862,0.9779051762310198,unsw,0.0,Original,26,2,35000,40
XGBoost,0.9962857142857144,0.9549374398787882,0.9861311291637548,0.969979676350854,unsw,0.6,adasyn,26,2,35000,40
XGBoost,0.9964761904761904,0.955291855164664,0.9892175489168412,0.9716010245853256,unsw,0.8,adasyn,26,2,35000,40
XGBoost,0.9961904761904762,0.9536289774734382,0.9860819939436292,0.969254230617867,unsw,1.0,adasyn,26,2,35000,40
XGBoost,0.9964761904761904,0.9587406292634216,0.9847353249475892,0.9713540170848034,unsw,0.6,borderline,26,2,35000,40
XGBoost,0.9963809523809524,0.9562534654186796,0.9861802643838808,0.9707072116055238,unsw,0.8,borderline,26,2,35000,40
XGBoost,0.9965714285714286,0.9577477938020382,0.9877726094805496,0.9722489373104962,unsw,1.0,borderline,26,2,35000,40
XGBoost,0.9971428571428572,0.9622307789521144,0.9925496447705566,0.9768741144254136,unsw,0.6,corsmote,26,2,35000,40
XGBoost,0.9967619047619048,0.9569458128078818,0.9923531038900536,0.9739410808568114,unsw,0.8,corsmote,26,2,35000,40
XGBoost,0.9966666666666668,0.9579177773154312,0.989315819357093,0.9730586839046128,unsw,1.0,corsmote,26,2,35000,40
XGBoost,0.9964761904761904,0.9587406292634216,0.9847353249475892,0.9713540170848034,unsw,0.6,smote,26,2,35000,40
XGBoost,0.9964761904761904,0.9587406292634216,0.9847353249475892,0.9713540170848034,unsw,0.8,smote,26,2,35000,40
XGBoost,0.9963809523809524,0.957405749379448,0.9846861897274632,0.9706223987201674,unsw,1.0,smote,26,2,35000,40
Bagging,0.995904761904762,0.963090507738801,0.972299096804076,0.9676460768879696,unsw,0.0,Original,27,2,35000,40
Bagging,0.9951428571428572,0.945256569829542,0.9818550254747568,0.9627771356939882,unsw,0.6,adasyn,27,2,35000,40
Bagging,0.9952380952380953,0.9464680349817196,0.981904238073182,0.963457252920914,unsw,0.8,adasyn,27,2,35000,40
Bagging,0.9953333333333332,0.947686101821254,0.9819534506716072,0.9641392217869597,unsw,1.0,adasyn,27,2,35000,40
Bagging,0.9951428571428572,0.9493987862342252,0.9761695229272812,0.9623671756315832,unsw,0.6,borderline,27,2,35000,40
Bagging,0.9953333333333332,0.948723060599712,0.9805320750347384,0.964041033060234,unsw,0.8,borderline,27,2,35000,40
Bagging,0.9952380952380953,0.9464680349817196,0.981904238073182,0.963457252920914,unsw,1.0,borderline,27,2,35000,40
Bagging,0.9951428571428572,0.9504646050575464,0.9747481472904124,0.9622632175458914,unsw,0.6,corsmote,27,2,35000,40
Bagging,0.9953333333333332,0.9529927913194264,0.9748465724872626,0.9636426361569144,unsw,0.8,corsmote,27,2,35000,40
Bagging,0.9947619047619048,0.9497185181071643,0.9688657943492358,0.9590773084561162,unsw,1.0,corsmote,27,2,35000,40
Bagging,0.9954285714285714,0.9510163064625298,0.9791599119962946,0.9646295833112268,unsw,0.6,smote,27,2,35000,40
Bagging,0.9957142857142856,0.9526254772427658,0.982150301065308,0.9668857718919563,unsw,0.8,smote,27,2,35000,40
Bagging,0.9953333333333332,0.9466609368492264,0.9833748263084762,0.9642368558628512,unsw,1.0,smote,27,2,35000,40
Decision Tree,0.9953333333333332,0.9436543209876544,0.9876389532190828,0.9645264767276104,unsw,0.0,Original,27,2,35000,40
Decision Tree,0.9948571428571428,0.9332344213649852,0.9944997684113016,0.9616816808699002,unsw,0.6,adasyn,27,2,35000,40
Decision Tree,0.9948571428571428,0.9332344213649852,0.9944997684113016,0.9616816808699002,unsw,0.8,adasyn,27,2,35000,40
Decision Tree,0.9948571428571428,0.9332344213649852,0.9944997684113016,0.9616816808699002,unsw,1.0,adasyn,27,2,35000,40
Decision Tree,0.9947619047619048,0.9330136004488988,0.9930291801760074,0.9609204740782968,unsw,0.6,borderline,27,2,35000,40
Decision Tree,0.9947619047619048,0.9330136004488988,0.9930291801760074,0.9609204740782968,unsw,0.8,borderline,27,2,35000,40
Decision Tree,0.9947619047619048,0.9330136004488988,0.9930291801760074,0.9609204740782968,unsw,1.0,borderline,27,2,35000,40
